Logs,Date/Time,Entry type?,Pee/Poop?,When?,Notes,Vibe?,Energy,Treat?,Logged By?
,"June 24, 2025 5:19 PM",potty,Pee,17:15,Peed outside!,🎉 ,High,Yes,Adryan
,"June 24, 2025 5:10 PM",potty,Pee,02:45,"Went to Emerald Green Park, got some running in and some interaction with new strangers. Also got a little pee to start us off. ",🎉 ,High,Yes,Both
,"June 24, 2025 10:19 AM",potty,Poop,09:25,Signaled by sitting at the door!,🎉 ,Medium,Yes,Adryan
,"June 24, 2025 9:12 AM",potty,Pee,09:08,Morning pee. Still trying to get the pee/poop combo with less distraction.  Got a pee but no poop. standing by. ,🎉 ,High,Yes,Both
,"June 24, 2025 1:19 AM",potty,"Pee, Poop",01:10,Outside picking up Haile at the hotel. Some spooky barking at shadows but nothing crazy. Handled business. ,🎉 ,High,Yes,Adryan
,"June 23, 2025 10:13 PM",sleep,None,21:55,Could tell he was tired and was fighting it yet again. He even walked in and out of his kennel and stayed in for a few moments like twice before wandering out. Trying to keep better track of his sleeping. ,🥴,Medium,No,Adryan
,"June 23, 2025 9:38 PM",potty,Pee,21:30,Weak pee after a lot of sniffing. I still suspect we must poop again,🎉 ,High,Yes,Adryan
,"June 23, 2025 9:25 PM",meal,None,21:15,Long day. Mismanaged time. Tried to get more reps for duration and it showed that he was tired. Ended on a good note. Easy win. ,🎉 ,Medium,Yes,Adryan
,"June 23, 2025 9:25 PM",training,None,21:15,Long day. Mismanaged time. Tried to get more reps for duration and it showed that he was tired. Ended on a good note. Easy win. ,🎉 ,Medium,Yes,Adryan
,"June 23, 2025 6:17 PM",potty,Poop,18:00,Crying extra In the xpen while I was cleaning up after grooming him. Was mostly done and let him run around. Watched him go into the hallway and squat and by the time I lunged and turned the corner a little turd fell out. Lame. Why oh why. So many opportunities today. ,🥴,High,No,Adryan
,"June 23, 2025 3:41 PM",potty,Pee,15:35,Up and about from relaxing. Another pee. Too distracted to poop.,🎉 ,Low,Yes,Adryan
,"June 23, 2025 11:57 AM",note,None,11:30,BACK NAILS was able to sneaky get those done while he was waking up,🎉 ,Low,No,Adryan
,"June 23, 2025 11:50 AM",potty,Pee,11:30,"Barked once inside crate. I think I was moving around too much. Anyway, peed after playing around outside. No sign of poop, although his butthole and schedule says otherwise. Placed in xpen and will work on some self soothing as I work around the house.  Will try to note it later. ",🎉 ,Low,Yes,Adryan
,"June 23, 2025 9:27 AM",sleep,None,09:15,Very low energy. Trying to get into trouble. Not interested in much unless it causes drama or trouble. Placed in crate for a nap. ,🥴,Low,No,Adryan
,"June 23, 2025 8:45 AM",meal,None,08:25,"Worked on adding more distance and distraction on his mat. Working beautifully. Seems to be learning the game. Kept working on ""touch"" as well. Need to add another impulse control exercise ",🎉 ,High,Yes,Adryan
,"June 23, 2025 8:45 AM",training,None,08:25,"Worked on adding more distance and distraction on his mat. Working beautifully. Seems to be learning the game. Kept working on ""touch"" as well. Need to add another impulse control exercise ",🎉 ,High,Yes,Adryan
,"June 23, 2025 7:32 AM",potty,Pee,07:20,"He was already awake. I heard him moving around for a while before I got him up. No crying tho. Took him out and he was highly distracted by everything, especially the critter under the house. Finally got a pee no poop",🎉 ,Low,Yes,Adryan
,"June 22, 2025 11:05 PM",potty,"Pee, Poop",22:55,Moving around a lot in his crate. No whining or barking tho. At 1st wanted to eat the nature.  Then got down to business. Pee and then a poop. ,🎉 ,Low,Yes,Adryan
,"June 22, 2025 8:07 PM",meal,None,20:00,"A bit late ugh. But major breakthrough. Going out of sight while he stays on the bed! Will have to work on this..might be helpful for the crying. Also worked on getting ""touch"" stronger ",🎉 ,High,Yes,Adryan
,"June 22, 2025 8:07 PM",training,None,20:00,"A bit late ugh. But major breakthrough. Going out of sight while he stays on the bed! Will have to work on this..might be helpful for the crying. Also worked on getting ""touch"" stronger ",🎉 ,High,Yes,Adryan
,"June 22, 2025 4:05 PM",potty,Pee,16:00,"Woke him up from. His nap. Still very sleepy. 
Finally alerted at the door by sitting and looking at his leash. I watched him do it twice and didn't wanna push my luck. He clearly was trying. ",🎉 ,Low,Yes,Adryan
,"June 22, 2025 11:14 AM",sleep,None,11:05,Clearly tired and fighting it HARD. He had some brief trouble settling in the crate. Barked like 4x? spaced out. Then finally seems like he's down. ,🥴,Low,Yes,Adryan
,"June 22, 2025 8:27 AM",meal,None,08:20,"Used meal time to work on go to bed, touch and find it. Need to make sure these are sticky, immediate cues. All helpful for a...reactive puppy🥲",🎉 ,High,Yes,Adryan
,"June 22, 2025 8:27 AM",training,None,08:20,"Used meal time to work on go to bed, touch and find it. Need to make sure these are sticky, immediate cues. All helpful for a...reactive puppy🥲",🎉 ,High,Yes,Adryan
,"June 22, 2025 8:14 AM",potty,"Pee, Poop",07:15,Heard him rustling this morning. Good amount of sleep. Turned out he was moving around because his chew fell out of the kennel,🎉 ,Medium,Yes,Adryan
,"June 22, 2025 12:18 AM",potty,Pee,00:05,Heard him rustling a little more than usual in his crate. No whining tho. Took him out and he peed! After some sniffing and the mexican band distracting him. Back to crate for bed. ,🎉 ,Low,Yes,Adryan
,"June 21, 2025 9:30 PM",sleep,None,21:20,Grumpy from being out all day with minimal naps. Took a while to settle and barked a few times for the 1st time since being with me..odd. Finally went to sleep after that drama and of course drinking more water than he should...even though I only put a tiny bit,🥴,Low,No,Adryan
,"June 21, 2025 9:25 PM",meal,"Pee, Poop",19:20,"Went for a short walk (tiny loop) and could tell Kudos was tired. Saw a dog and was able to practice some look at that (LAT) and some focus. Walked by a cat within 3 feet and somehow missed that..??? Had a long pee 1st part of the walk and pooped a little further down after a bit of circling and sniffing. Did not potty again the whole walk. Doesn't sniff much?...need to be careful with too much focus on a chill walk 


P.s note to self. Need a key to write shorthand words",🎉 ,Medium,Yes,Adryan
,"June 21, 2025 9:25 PM",note,"Pee, Poop",19:20,"Went for a short walk (tiny loop) and could tell Kudos was tired. Saw a dog and was able to practice some look at that (LAT) and some focus. Walked by a cat within 3 feet and somehow missed that..??? Had a long pee 1st part of the walk and pooped a little further down after a bit of circling and sniffing. Did not potty again the whole walk. Doesn't sniff much?...need to be careful with too much focus on a chill walk 


P.s note to self. Need a key to write shorthand words",🎉 ,Medium,Yes,Adryan
,"June 21, 2025 9:25 PM",potty,"Pee, Poop",19:20,"Went for a short walk (tiny loop) and could tell Kudos was tired. Saw a dog and was able to practice some look at that (LAT) and some focus. Walked by a cat within 3 feet and somehow missed that..??? Had a long pee 1st part of the walk and pooped a little further down after a bit of circling and sniffing. Did not potty again the whole walk. Doesn't sniff much?...need to be careful with too much focus on a chill walk 


P.s note to self. Need a key to write shorthand words",🎉 ,Medium,Yes,Adryan
,"June 21, 2025 9:25 PM",training,"Pee, Poop",19:20,"Went for a short walk (tiny loop) and could tell Kudos was tired. Saw a dog and was able to practice some look at that (LAT) and some focus. Walked by a cat within 3 feet and somehow missed that..??? Had a long pee 1st part of the walk and pooped a little further down after a bit of circling and sniffing. Did not potty again the whole walk. Doesn't sniff much?...need to be careful with too much focus on a chill walk 


P.s note to self. Need a key to write shorthand words",🎉 ,Medium,Yes,Adryan
,"June 21, 2025 8:09 AM",note,None,20:26,GAVE ST - DEWORMING MEDS,❌,Medium,Yes,Adryan
,"June 21, 2025 8:05 AM",meal,,08:00,Put him in the crate for a nap with the snuffle mat during daycare. Hopefully he will nap or at least rest for a couple hours. ,🎉 ,High,Yes,Adryan
,"June 21, 2025 7:44 AM",potty,"Pee, Poop",06:20,Finally a pee and poop together in the morning!,🎉 ,Low,Yes,Adryan
,"June 20, 2025 9:07 PM",potty,Pee,21:00,Very over stimulated. Weak pee outside. Crated for the night. ,🎉 ,Medium,Yes,Adryan
,"June 17, 2025 8:24 PM",potty,Poop,19:15,Approx time. Forgot to log. Went poop at mom's house,🎉 ,Medium,Yes,Adryan
,"June 17, 2025 8:21 PM",meal,None,20:15,"Not happy with the late meal time by shuffle mat. Due to todays activity and his behavior earlier and at home, I decided to give him his meal. Even though I gave him a fair amount of kibble during the walk. After he ate, *immediately* settled so I guess I was right..?",🥴,High,Yes,Adryan
,"June 17, 2025 3:09 PM",potty,Pee,15:05,After napping in the car most of the morning. Brief walk outside to tiny pee on the grass.,🎉 ,Low,Yes,Adryan
,"June 17, 2025 11:24 AM",potty,Pee,11:15,"After dog intro, took to a park and walked around a bit peed a little. So curious ",🎉 ,Medium,Yes,Adryan
,"June 17, 2025 8:30 AM",meal,None,07:48,Worked on our usual. ,🎉 ,High,Yes,Adryan
,"June 17, 2025 8:30 AM",training,None,07:48,Worked on our usual. ,🎉 ,High,Yes,Adryan
,"June 17, 2025 7:16 AM",potty,"Pee, Poop",07:10,"1st potty of the day
After morning cuddles, sped and pooped outside!",🎉 ,Low,Yes,Adryan
,"June 17, 2025 12:20 AM",potty,Pee,23:58,"After taking a brief nap, took him out before real bedtime and to try and get a poop. No poop, only pee...hoping for the best in the morning. ",🎉 ,Low,Yes,Adryan
,"June 16, 2025 10:41 AM",potty,Poop,10:10,"Post vet appt , Very excited at Lowe’s Poop ",🎉 ,High,Yes,Adryan
,"June 16, 2025 10:21 AM",potty,Pee,09:45,Post nap pee before the vet!,🎉 ,High,Yes,Both
,"June 16, 2025 7:51 AM",meal,None,07:40,Started adding the verbal to go to bed. Worked on more verbal cues for kennel. ,🎉 ,High,Yes,Adryan
,"June 16, 2025 7:51 AM",training,None,07:40,Started adding the verbal to go to bed. Worked on more verbal cues for kennel. ,🎉 ,High,Yes,Adryan
,"June 16, 2025 7:45 AM",potty,Pee,07:05,playtime potty ! saw him sniffing and acted with quickness ,🎉 ,High,Yes,Haile
,"June 16, 2025 6:01 AM",potty,"Pee, Poop",05:50,"Woke up from sleep, heard rustling & soft whining. Woke up and headed outside - got a pee and then poop. successful early morning ☀️ ",🎉 ,High,Yes,Haile
,"June 15, 2025 6:55 PM",potty,Poop,18:49,first journey at Lowe’s and felt him sniffing more aggressively. Caught the signal and took him outside. We got solid poops! And first poop on concrete !,🎉 ,High,Yes,Both
,"June 15, 2025 11:34 AM",potty,"Pee, Poop",11:25,Soft whine to signify and some pacing as well as timing led me to believe he needed to pee. We were successful in that. He also “pooped” like some diarrhea looking yellow stuff. ,🥴,Medium,Yes,Haile
,"June 15, 2025 9:05 AM",meal,None,09:00,Always excited for food. fed half of typical serving via snuffle matt as to help his tummy settle his hunger. Currently still in x-pen just pacing around. ,🥴,High,No,Haile
,"June 15, 2025 9:02 AM",potty,Pee,08:26,woke up to a poopy crate. sucks. after dealing with 1am diarrhea. so a very rough morning because he had poop matted in his fur. He went pee and back into the x-pen. ,🥴,Medium,Yes,Haile
,"June 14, 2025 10:20 PM",potty,Poop,17:10,Stressed 😫. Poop everywhere. Missed the signs. Sucks. ,❌,Low,No,Haile
,"June 14, 2025 10:20 PM",potty,Pee,22:00,last call of the night. ,🎉 ,Medium,Yes,Adryan
,"June 14, 2025 10:55 AM",potty,Pee,09:44,Very badly after being woken up from his nap. He seems to only have to go if he’s disturbed from his rest. Typical boy! Anywho..he did the business and then proceeded to eat off the ground. Picked him up and led him back on the right path. ,🎉 ,High,Yes,Haile
,"June 14, 2025 7:44 AM",potty,Pee,07:33,"Startled by Isis coming in , he was a bit frightened. He eventually figured out it was her after i picked him up and told him it was just her. Then he figured his shit out. After i put him down i noticed him frantically sniffing - signaling to me that he had to go. So we leashed up and went immediately to the pee spit with some agency. he was on it. clearly needs to go. so maybe have two pees in the morning if it’s a particular exciting morning. ",🎉 ,High,Yes,Haile
,"June 14, 2025 7:15 AM",meal,None,06:58,Very hungry puppy. Very excited to eat. Prompted him with many snacks in the snuffle mat. Then did a bit of a scavenger hunt around the apartment for the last half. Still thinking about how to build his training. maybe i’ll take a class. ,🎉 ,High,Yes,Haile
,"June 14, 2025 6:19 AM",potty,"Pee, Poop",06:12,"Pretty early morning , heard him crying softly acted swiftly and took him straight outside. Got a very enthusiastic pee & poop. wasn’t prepared with all treats but we managed. ",🎉 ,High,Yes,Haile
,"June 13, 2025 8:28 PM",potty,Poop,20:10,Was playing and he was pausing at the door. He was also pretty adamant at sitting with his leash on. We got a decent size poop. ,🎉 ,High,Yes,Haile
,"June 13, 2025 7:47 PM",potty,Pee,19:36,"Very distracted puppy , very mouthy puppy this evening. decent play time but def paused ad could tell he was thinking about something. Jumped into action and he was reluctant to go down the stairs ..laid on the ground and basically said no. Wow. So had to lure him with the prize , that shot him right on up. We got a pee and some play time in the driveway. ",🎉 ,Medium,Yes,Haile
,"June 13, 2025 5:57 PM",meal,None,17:42,Worked on a bit of down with the verbal cue. Working on getting bed. Kennel was helpful to reset. As well as find it. Fed rest via snuffle mat as it was warming up and he was losing his patience. All is well. ,🎉 ,High,Yes,Haile
,"June 13, 2025 5:57 PM",training,None,17:42,Worked on a bit of down with the verbal cue. Working on getting bed. Kennel was helpful to reset. As well as find it. Fed rest via snuffle mat as it was warming up and he was losing his patience. All is well. ,🎉 ,High,Yes,Haile
,"June 13, 2025 5:28 PM",potty,"Pee, Poop",17:20,"woke up from his afternoon nap. Knew he had to pee, he was testing my patience on the way down. He pooped in the backyard pretty unexpectedly but all is well. Now it’s dinner time. ",🎉 ,High,Yes,Haile
,"June 13, 2025 11:39 AM",potty,Pee,11:29,"He was whining softly , kinda not settling. I knew it had been a few hours since we last went out. He was very reluctant to come down the stairs so carried him.when we finally made it down he was able to relieve himself. A bit stubborn this afternoon. might be nap time. ",🎉 ,Medium,Yes,Haile
,"June 13, 2025 7:49 AM",meal,None,07:32,"Started off with some find it’s , was able to get a few Downs & Kennels with me farther away from the crate. Seems like he gets the idea. he was a bit frustrated so gave him extra reward once he got it one more time. fed the rest through his kong which he enjoyed. curious about getting ‘bed’ as a potential next command. ",🎉 ,High,Yes,Haile
,"June 13, 2025 7:49 AM",training,None,07:32,"Started off with some find it’s , was able to get a few Downs & Kennels with me farther away from the crate. Seems like he gets the idea. he was a bit frustrated so gave him extra reward once he got it one more time. fed the rest through his kong which he enjoyed. curious about getting ‘bed’ as a potential next command. ",🎉 ,High,Yes,Haile
,"June 13, 2025 7:35 AM",potty,Poop,07:30,Clear signal that he needed to go. i followed the signal. got two solid terds! it’s a win! ,🎉 ,High,Yes,Haile
,"June 13, 2025 7:11 AM",potty,Pee,06:40,First pee of the morning. starting off strong with minimal distraction and maximum focus! He’s chosen ,🎉 ,High,Yes,Haile
,"June 12, 2025 8:54 PM",potty,Pee,20:47,he was barking but he was playing ! he had to go but refused to go in the spot. was persistent in trying to eat stuff off the ground - very unfocused very toddler behavior. I kept crating him and he kept barking which is unlike him. I kept giving him chances..after the final time i closed the crate down and he whimpered and eventually settled. i kept the slip lead on him and carried him to the spot. i let him wander for a bit and eventually he gave me a very anticlimactic pee..now he has the zoomies ,🥴,High,Yes,Haile
,"June 12, 2025 7:58 PM",potty,Pee,19:39,"Legit barked at me , demanding that he go out
 Something is happening today. our communication while feels hostile is actually working i guess. we will see how tomorrow goes. Plus the pee was super small so i feel like im being played a bit. hmm 🤔 ",🎉 ,High,Yes,Haile
,"June 12, 2025 6:34 PM",potty,"Pee, Poop",18:15,He legit barked at me post meal - he clearly needed something. I knew a poop was on the horizon and sure enough it was a signal to be let out. It’s hard to differentiate cuz he seems to bark for his needs but sometimes it’s just plain spoiled. ,🥴,High,Yes,Haile
,"June 12, 2025 6:04 PM",meal,,18:00,"Wasn’t feeling very focused , decided for a classic snuffle mat & quick down training session. Mainly snuffle matt ",🎉 ,High,Yes,Haile
,"June 12, 2025 5:39 PM",potty,Pee,17:27,Woke up from a nap. I was in a call and he decide to bark to get my attention. So paused the call and took him out. He really had to go. he’s getting the hang of bathroom signals. ,🎉 ,High,Yes,Haile
,"June 12, 2025 10:11 AM",potty,Poop,10:00,"Went to the DMV, smelled some new smells, met some new folks. Was very determined to smell everything , finally settled and found a space to poop. ",🎉 ,High,Yes,Haile
,"June 12, 2025 9:43 AM",potty,Pee,09:32,Post breakfast chill. pre car ride relief. straightforward delivery. ,🎉 ,High,Yes,Haile
,"June 12, 2025 6:44 AM",meal,,06:30,"Morning training time. We worked on down, kennel & find it as well as recall. he got frustrated with down , that was pretty funny.  He’s doing well with the kennel command. still working on finding his eyes , will need groomer tips in order for him to be successful. ",🎉 ,High,Yes,Haile
,"June 12, 2025 6:44 AM",training,,06:30,"Morning training time. We worked on down, kennel & find it as well as recall. he got frustrated with down , that was pretty funny.  He’s doing well with the kennel command. still working on finding his eyes , will need groomer tips in order for him to be successful. ",🎉 ,High,Yes,Haile
,"June 12, 2025 6:21 AM",potty,"Pee, Poop",06:00,"Early morning pee & poop combo. we’re getting pretty good at these if we time it right. We have to get the pee, celebrate and then do a little walk and then the poop came right up. Very proud morning. Now hes extra hungry. ",🎉 ,High,Yes,Haile
,"June 11, 2025 9:34 PM",potty,"Pee, Poop",21:15,wasn’t super enthusiastic about going outside but he had been resting and had dinner a few hours back. We managed to get a pee and then treat and i knew we had a poop so we circled the driveway a bit and managed to get two solid terds,🎉 ,Medium,Yes,Haile
,"June 11, 2025 6:14 PM",meal,None,18:00,Added ‘kennel’ as the cue word for crate - worked on ‘down’ and also some Find its plus a little recall. I was tired so fed last part of the meal in snuffle mat..,🎉 ,High,Yes,Haile
,"June 11, 2025 6:14 PM",training,None,18:00,Added ‘kennel’ as the cue word for crate - worked on ‘down’ and also some Find its plus a little recall. I was tired so fed last part of the meal in snuffle mat..,🎉 ,High,Yes,Haile
,"June 11, 2025 6:13 PM",potty,Pee,17:55,After crying as he watched me take bags into the car. He was very adamant about getting out of the carrier. Marched him right over to the spot and he peed. ,🎉 ,Medium,Yes,Haile
,"June 11, 2025 1:59 PM",potty,Pee,13:55,"While waking up from a nap, was a little excited and peed. Took outside and peed after some sniffs",🎉 ,Low,Yes,Adryan
,"June 11, 2025 10:14 AM",potty,Pee,10:10,Circled the door and sat in front. Sniffed around outside for a bit and then peed!!,🎉 ,High,Yes,Adryan
,"June 11, 2025 6:15 AM",potty,"Pee, Poop",06:06,Woke up in his typical cuddly mood. Made sure to pack his treat and he was on his way. Managed to get a poop first and then a pee. Must be us readjusting back to normal feeding schedules ,🎉 ,High,Yes,Both
,"June 10, 2025 6:05 PM",potty,Pee,18:00,"Shortly after training. Sat and started started scratching at the door. 
Taken out and apparently peed? Lifted his leg and his junk was wet",🎉 ,Medium,Yes,Adryan
,"June 10, 2025 6:02 PM",meal,None,17:45,"Could tell he was feeling hungry. Biting everything and everyone. Worked on verbal down, find it and starting touch. He seems to really like touch",🎉 ,High,Yes,Adryan
,"June 10, 2025 6:02 PM",training,None,17:45,"Could tell he was feeling hungry. Biting everything and everyone. Worked on verbal down, find it and starting touch. He seems to really like touch",🎉 ,High,Yes,Adryan
,"June 10, 2025 3:59 PM",potty,"Pee, Poop",15:51,Woke up from a good long nap. Some crying. Went outside and peed immediately. Sniffed around some and pooped! ,🎉 ,Medium,Yes,Adryan
,"June 10, 2025 10:55 AM",meal,None,09:40,"Training while feeding. 
Elevated surface is working. Started to add the word ""down"" plus the hand motion. Down is becoming sticky. Adding in find it's. * ADD MOTION FOR NEXT SESSION",🎉 ,High,Yes,Adryan
,"June 10, 2025 10:55 AM",training,None,09:40,"Training while feeding. 
Elevated surface is working. Started to add the word ""down"" plus the hand motion. Down is becoming sticky. Adding in find it's. * ADD MOTION FOR NEXT SESSION",🎉 ,High,Yes,Adryan
,"June 10, 2025 7:16 AM",potty,Pee,07:10,1st morning pee! He meant business,🎉 ,Medium,Yes,Adryan
,"June 9, 2025 11:49 PM",potty,Poop,23:40,Running around. Placed in pen and seemed to really need to leave. Pooped quickly outside!,🎉 ,High,Yes,Adryan
,"June 9, 2025 8:58 PM",meal,None,20:29,very hungry. very demanding. ,🥴,High,Yes,Haile
,"June 9, 2025 7:52 PM",potty,Pee,19:45,He was a trooper. we been riding for a few hours. took a break and found him some grass. his energy immediately shot up. very excited for a little break i’m sure. back on the road! ,🎉 ,Medium,Yes,Haile
,"June 9, 2025 3:09 PM",potty,Pee,14:47,Post afternoon nap potty. seemed to be keen on the command of Go potty and strutted to the spot. the ground is hot so will have to carry him over on future hot days. ,🎉 ,High,Yes,Haile
,"June 9, 2025 11:04 AM",potty,"Pee, Poop",10:40,"After some play time , i saw him sniffing. It had been a few hours post-breakfast so i had a feeling. We got a pee, and some celebratory chicken and then we also got a poop! we met JT, ran around like a crazy man underneath all the cars. Now it’s kennel time ",🎉 ,High,Yes,Haile
,"June 9, 2025 7:24 AM",meal,None,07:11,"After settling from play & slight grooming we embarked on the breakfast journey. We worked on down on the bed. Find it, and ping pong 🏓 game. Also kennel work. I am feeling stuck on how to go the criteria for these games ",🎉 ,High,Yes,Haile
,"June 9, 2025 7:24 AM",training,None,07:11,"After settling from play & slight grooming we embarked on the breakfast journey. We worked on down on the bed. Find it, and ping pong 🏓 game. Also kennel work. I am feeling stuck on how to go the criteria for these games ",🎉 ,High,Yes,Haile
,"June 9, 2025 6:48 AM",potty,"Pee, Poop",06:26,"After some morning rubs, he seemed to still be mister sleep. typical. I knew he had to go, so we journeyed outside , a bit of hesitant energy. first up was a pee. We celebrated , got distracted trying to eat nature. we refocused and finally got a solid poop. ",🎉 ,High,Yes,Haile
,"June 8, 2025 9:04 PM",potty,Pee,21:00,He whined & barked at me. I thought it was a signal. Very anticlimactic pee..kept him in the crate cuz I know he needs to poop. He’s being very stubborn and offered a tiny pee..still trying to get a poop. will let him play for a bit and try again. ,🎉 ,Medium,Yes,Haile
,"June 8, 2025 8:19 PM",potty,Pee,20:00,a bit distracted by barking dogs. only got a pee. did get lead on a walk down the driveway so that was nice. Came back in and he threw up some food..clearly his food hasn’t digested enough. cleaning now. going for a poop after. ,🥴,Medium,Yes,Haile
,"June 8, 2025 6:32 PM",meal,None,18:20,A very gleeful down on the presence of the bed. Offered it many of times. Thinking we need to add a hand signal and cue eventually. worked on kennel and find it as well. Recorded video. Will upload to YT,🎉 ,High,Yes,Haile
,"June 8, 2025 6:32 PM",training,None,18:20,A very gleeful down on the presence of the bed. Offered it many of times. Thinking we need to add a hand signal and cue eventually. worked on kennel and find it as well. Recorded video. Will upload to YT,🎉 ,High,Yes,Haile
,"June 8, 2025 6:19 PM",potty,Pee,18:12,"woke up from a nap. very low energy, cuddly but bitey. i knew he had to go cuz i had to go lol. we marched and once o said ‘go potty’ he put some pep in his step! ",🥴,Medium,Yes,Haile
,"June 8, 2025 12:19 PM",potty,Pee,12:15,whining in the x-pen. Was a bit distracted on the way down with the cars and such. Went to the spot and handled business. ,🎉 ,High,Yes,Haile
,"June 8, 2025 9:31 AM",potty,Poop,09:20,saw him about to poop and stopped him ,🎉 ,High,Yes,Haile
,"June 8, 2025 9:05 AM",potty,Pee,09:00,"Pacing in the xpen- looked towards the door and sat by the door of the xpen. took as signal , went to pee. Success !",🎉 ,High,Yes,Haile
,"June 8, 2025 7:37 AM",meal,None,07:25,"After a stroll around the backyard and a brief grooming session , I set up the snuggle mat on a raised platform as a way to slow down his excitement while eating.. Worked on up down focus game.. also find it and Kudos recall. I’m in need of some additional recall games. ",🎉 ,High,Yes,Haile
,"June 8, 2025 7:37 AM",training,None,07:25,"After a stroll around the backyard and a brief grooming session , I set up the snuggle mat on a raised platform as a way to slow down his excitement while eating.. Worked on up down focus game.. also find it and Kudos recall. I’m in need of some additional recall games. ",🎉 ,High,Yes,Haile
,"June 8, 2025 7:03 AM",potty,"Pee, Poop",06:40,Soft crying heard in the morning. Knew had to go pee/poop. Woke him up with brief cuddles and directly went for outside. Made a beeline for the pee. Sniffed around and found doff area for the poop. A bit of a distraction. You can tell he was looking for the reward. We got a combo without going back inside ! ,🎉 ,High,Yes,Haile
,"June 7, 2025 10:45 PM",potty,Pee,22:40,"heard him panting , went to remove pillowcase..seemed less playful. i took it as a sign of some need. acted quickly ! put on slip lead and hightailed it outside. a smidge of hesitation but came through as soon as we hit the ground. Immediate beeline towards P spot. Immediate relief 🥳 what a day.  ",🎉 ,High,Yes,Haile
,"June 7, 2025 7:46 PM",potty,Pee,19:38,"During play time , the ball ended up downstairs. He went down there and seems to look at the door for a prolonged time. I took it as a signal and jumped into action. He went in a diff spot tho, more over by the blue car - but he did in fact pee, so that is a win ! ",🎉 ,High,Yes,Haile
,"June 7, 2025 7:28 PM",potty,"Pee, Poop",19:00,a bit of an evening struggle. i knew he had to go. he was def distracted. he went right as we went outside. trying to work on getting the combo. went on a walk around the pool to get bowels moving. walked back to the spot and got some long sniffing and eventually a poop. phew what a night. ,🥴,Medium,No,Haile
,"June 7, 2025 5:17 PM",potty,Pee,17:09,He looked right at me and went for it in the house. I was too slow and got caught up in cuddle time. So now x-pen time into dinner I guess. Fuck.,❌,High,No,Haile
,"June 7, 2025 2:56 PM",training,None,14:45,Obvious arousal with me standing near the kitchen. Decided to try the calm licking game. Put peanut butter on spatula - He licks off a small amount - I click for eye contact once done and then re-up the spatula. Seemed to get the gist but then grew tired. Licking is very exhausting for him especially cuz he’s so excited. Will continue to work on that so he can learn impulse control when around food. Also recorded the session and will upload on youtube. ,🎉 ,High,Yes,Haile
,"June 7, 2025 2:53 PM",potty,Poop,14:30,"After car ride, had an idea that he needed to go due to his sluggish carrier exit. Took him to the spot and he handled his business. Little to no distractions. ",🎉 ,High,Yes,Haile
,"June 7, 2025 1:52 PM",potty,Pee,13:27,"post nap pee before going on a field trip to wilco. knew exactly where to go. lifted up paw to avoid pee splatter , adorable. ",🎉 ,High,Yes,Haile
,"June 7, 2025 8:01 AM",potty,Poop,08:00,Clear signal down by the door and sniffing. Immediately put on slip lead and handled business in under 10 minutes ,🎉 ,High,Yes,Haile
,"June 7, 2025 7:56 AM",meal,None,07:30,Worked on shaping. recorded it for youtube. kinda stuck on how to build down ,🎉 ,High,Yes,Haile
,"June 7, 2025 7:56 AM",training,None,07:30,Worked on shaping. recorded it for youtube. kinda stuck on how to build down ,🎉 ,High,Yes,Haile
,"June 7, 2025 5:10 AM",potty,Pee,05:00,Heard him crying silently. Knew he didn’t have a final pee before bed so I woke up to relieve him. Very eager to get down to business. Some cries as i put back into crate but think its normal since its been a while since a super early pee. working on how to entice him back into the crate. ,🥴,Medium,Yes,Haile
,"June 6, 2025 7:33 PM",meal,None,18:00,"7 min training session where we worked on ping pong , Find it & Down. Working on our focus work of making eye contact. Seems to be eager to start when he knows food is involved. Recorded youtube video for feedback. ",🎉 ,High,Yes,Haile
,"June 6, 2025 7:33 PM",training,None,18:00,"7 min training session where we worked on ping pong , Find it & Down. Working on our focus work of making eye contact. Seems to be eager to start when he knows food is involved. Recorded youtube video for feedback. ",🎉 ,High,Yes,Haile
,"June 6, 2025 7:21 PM",potty,Poop,19:05,"After a car ride & a decent training session. Walked right over to the area and took care of business with minimal
distractions. ",🎉 ,Medium,Yes,Haile
,"June 6, 2025 3:12 PM",potty,Pee,15:00,"No signal but it was after a nap and some play time. Needed to check the mail so decided to pack a treat, just in case. low & behold; he had to go. So that’s a win. ",🎉 ,High,Yes,Haile
,"June 6, 2025 10:33 AM",note,None,10:30,After the pee and play time Kudos crawled into his crate and relaxed without any coercion or luring. I tucked his tail in and closed the gate. No protest. Must be time for the first nap of the day. ,🎉 ,Low,No,Haile
,"June 6, 2025 10:28 AM",potty,Pee,10:20,"After some play time , signaled by going downstairs and looking at the door. Very good signs of a routine ",🎉 ,High,No,Haile
,"June 6, 2025 7:28 AM",meal,None,07:15,"first meal & training of the day. very eager to eat as always. Worked on some focus training with Up Down Game. Me sitting on couch and Kudos on ground. Went into automatic down , immediate reward. Did some ‘find it’ he’s getting really good at it. Thinking to start filming so can capture my mechanics and any cues i’m missing. ",🎉 ,High,Yes,Haile
